"","X","發生時間","發生地點","死亡受傷人數","車種","year","monthday","month","day_time","day","time","death","injured","country","country_region","city","county","district"
"294",294,"105年03月02日 19時55分","宜蘭縣三星鄉大隱十二路三星284電桿旁水溝裡(附近)","死亡1;受傷0","普通重型-機車",105,"03月02日 19時55分",3,"02日 19時55分",2,"19時55分",1,0,"宜蘭","三星",NA,"宜 蘭 縣","三 星 鄉"
"295",295,"105年03月04日 05時52分","宜蘭縣頭城鎮青雲路三段開蘭路379號(附近)台2線134公里800公尺處南向內側車道","死亡1;受傷1","普通重型-機車;自用-小貨車;普通重型-機車",105,"03月04日 05時52分",3,"04日 05時52分",4,"5時52分",1,1,"宜蘭","頭城",NA,"宜 蘭 縣","頭 城 鎮"
"296",296,"105年03月04日 07時30分","高雄市鳳山區村五甲三路205號前0公尺數前(附近)205號前側附近","死亡1;受傷0","自用-小客車;普通重型-機車",105,"03月04日 07時30分",3,"04日 07時30分",4,"7時30分",1,0,"高雄市鳳山區村五甲三路205號前0公尺數前(附近)205號前側附近",NA,"鳳山","高 雄 市","鳳 山 區"
"297",297,"105年03月04日 09時10分","南投縣南投市千秋路電線杆:千秋枝 57(附近)","死亡1;受傷1","自用-小貨車;普通重型-機車;自用-小貨車",105,"03月04日 09時10分",3,"04日 09時10分",4,"9時10分",1,1,"南投","南投","千秋路電線杆:千秋枝 57(附近)","南 投 縣","南 投 市"
"298",298,"105年03月04日 15時44分","高雄市旗山區村富林街前0公尺數泰山一巷路口","死亡1;受傷0","普通重型-機車;自用-小客車",105,"03月04日 15時44分",3,"04日 15時44分",4,"15時44分",1,0,"高雄市旗山區村富林街前0公尺數泰山一巷路口",NA,"旗山","高 雄 市","旗 山 區"
"299",299,"105年03月04日 18時21分","屏東縣竹田鄉竹田村台一線與忠義路38巷口(附近)台一線409公里500公尺處北向外側車道","死亡1;受傷1","自用-小貨車;自用-小客車",105,"03月04日 18時21分",3,"04日 18時21分",4,"18時21分",1,1,"屏東","竹田",NA,"屏 東 縣","竹 田 鄉"
"300",300,"105年03月04日 19時02分","花蓮縣吉安鄉北昌村中央路三段547號-北昌所轄區(附近)","死亡1;受傷2","自用-小客車;自用-小客車;自用-小客車",105,"03月04日 19時02分",3,"04日 19時02分",4,"19時02分",1,2,"花蓮","吉安",NA,"花 蓮 縣","吉 安 鄉"
"301",301,"105年03月05日 00時38分","新北市金山區環金路462號前0公尺數台二線道路41公里0公尺處北向快車道車道462號金農加油站前往石門方向","死亡1;受傷0","普通重型-機車;自用-小客車",105,"03月05日 00時38分",3,"05日 00時38分",5,"0時38分",1,0,"新北市金山區環金路462號前0公尺數台二線道路41公里0公尺處北向快車道車道462號金農加油站前往石門方向",NA,"金山","新 北 市","金 山 區"
"302",302,"105年03月05日 03時22分","彰化縣員林市中山路1段","死亡1;受傷0","自用-小客車;其他慢車-慢車",105,"03月05日 03時22分",3,"05日 03時22分",5,"3時22分",1,0,"彰化","員林","中山路1段","彰 化 縣","員 林 市"
"303",303,"105年03月05日 05時34分","新北市永和區中山路1段前0公尺數保生路路口","死亡1;受傷1","普通重型-機車;計程車-小客車;普通重型-機車",105,"03月05日 05時34分",3,"05日 05時34分",5,"5時34分",1,1,"新北市永和區中山路1段前0公尺數保生路路口",NA,"永和","新 北 市","永 和 區"
"304",304,"105年03月05日 05時40分","新北市新店區中正路280巷前0公尺數280巷口","死亡1;受傷0","自用-小貨車;行人-人",105,"03月05日 05時40分",3,"05日 05時40分",5,"5時40分",1,0,"新北市新店區中正路280巷前0公尺數280巷口",NA,"新店","新 北 市","新 店 區"
"305",305,"105年03月05日 07時45分","臺南市永康區中正北路308號","死亡1;受傷1","普通重型-機車;普通重型-機車;營業用-曳引車;普通重型-機車",105,"03月05日 07時45分",3,"05日 07時45分",5,"7時45分",1,1,"臺南市永康區中正北路308號",NA,"永康","臺 南 市","永 康 區"
"306",306,"105年03月05日 08時36分","臺南市關廟區長裕街136號前(附近)","死亡1;受傷0","普通重型-機車",105,"03月05日 08時36分",3,"05日 08時36分",5,"8時36分",1,0,"臺南市關廟區長裕街136號前(附近)",NA,"關廟","臺 南 市","關 廟 區"
"307",307,"105年03月05日 11時40分","臺南市新市區社內里新港社大道與南134線路口(附近)","死亡1;受傷0","自用-小貨車",105,"03月05日 11時40分",3,"05日 11時40分",5,"11時40分",1,0,"臺南市新市區社內里新港社大道與南134線路口(附近)",NA,"新","臺 南 市","新 市 區"
"308",308,"105年03月05日 17時35分","屏東縣長治鄉中興路305號旁5號燈桿(附近)","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"03月05日 17時35分",3,"05日 17時35分",5,"17時35分",1,1,"屏東","長治",NA,"屏 東 縣","長 治 鄉"
"309",309,"105年03月06日 01時18分","新竹縣湖口鄉台61線62公里00公尺處北向中外車道","死亡1;受傷0","大型重型2-機車",105,"03月06日 01時18分",3,"06日 01時18分",6,"1時18分",1,0,"新竹","湖口",NA,"新 竹 縣","湖 口 鄉"
"310",310,"105年03月06日 03時10分","雲林縣斗六市西平路","死亡1;受傷0","普通重型-機車",105,"03月06日 03時10分",3,"06日 03時10分",6,"3時10分",1,0,"雲林","斗六","西平路","雲 林 縣","斗 六 市"
"311",311,"105年03月06日 04時54分","臺南市南區金華路一段272巷","死亡1;受傷0","行人-人;自用-小客車",105,"03月06日 04時54分",3,"06日 04時54分",6,"4時54分",1,0,"臺南市南區金華路一段272巷",NA,"南","臺 南 市","南 區 金"
"312",312,"105年03月06日 12時14分","臺南市安平區永華路二段平豐路(口)","死亡1;受傷4","自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車",105,"03月06日 12時14分",3,"06日 12時14分",6,"12時14分",1,4,"臺南市安平區永華路二段平豐路(口)",NA,"安平","臺 南 市","安 平 區"
"313",313,"105年03月06日 14時21分","臺中市南屯區豐樂里文心南路文心南五路(口)","死亡2;受傷2","自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車",105,"03月06日 14時21分",3,"06日 14時21分",6,"14時21分",2,2,"臺中市南屯區豐樂里文心南路文心南五路(口)",NA,"南屯","臺 中 市","南 屯 區"
"314",314,"105年03月06日 15時08分","宜蘭縣三星鄉萬德六路與196線1.6公里處(附近)196線1公里600公尺處東向內側車道","死亡1;受傷0","普通重型-機車;自用-小客車;自用-小客車",105,"03月06日 15時08分",3,"06日 15時08分",6,"15時08分",1,0,"宜蘭","三星",NA,"宜 蘭 縣","三 星 鄉"
"315",315,"105年03月06日 19時40分","基隆市七堵區明德二路工建路(口)","死亡1;受傷0","自用-小貨車",105,"03月06日 19時40分",3,"06日 19時40分",6,"19時40分",1,0,"基隆市七堵區明德二路工建路(口)",NA,"七堵","基 隆 市","七 堵 區"
"316",316,"105年03月07日 03時00分","南投縣名間鄉濁水村磨坑巷1-8號台16線1公里50公尺處北向內側車道","死亡1;受傷0","自用-小客車",105,"03月07日 03時00分",3,"07日 03時00分",7,"3時00分",1,0,"南投","名間",NA,"南 投 縣","名 間 鄉"
"317",317,"105年03月07日 06時10分","屏東縣萬丹鄉崙頂村惠崙路與南北路二段(附近)","死亡1;受傷1","自用-小客車;普通重型-機車",105,"03月07日 06時10分",3,"07日 06時10分",7,"6時10分",1,1,"屏東","萬丹",NA,"屏 東 縣","萬 丹 鄉"
"318",318,"105年03月07日 11時18分","宜蘭縣蘇澳鎮蘇濱路一段海山東路(口)台2線163公里400公尺處北向中外車道","死亡1;受傷1","普通重型-機車;營業用-曳引車",105,"03月07日 11時18分",3,"07日 11時18分",7,"11時18分",1,1,"宜蘭","蘇澳",NA,"宜 蘭 縣","蘇 澳 鎮"
"319",319,"105年03月07日 11時28分","臺南市下營區新興里中興南路83號(附近)臺19甲線09公里050公尺處南向外側車道","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"03月07日 11時28分",3,"07日 11時28分",7,"11時28分",1,0,"臺南市下營區新興里中興南路83號(附近)臺19甲線09公里050公尺處南向外側車道",NA,"下營","臺 南 市","下 營 區"
"320",320,"105年03月07日 15時18分","新北市永和區福和路前0公尺數永貞路路口","死亡1;受傷1","普通重型-機車;大型重型2-機車;自用-小貨車",105,"03月07日 15時18分",3,"07日 15時18分",7,"15時18分",1,1,"新北市永和區福和路前0公尺數永貞路路口",NA,"永和","新 北 市","永 和 區"
"321",321,"105年03月07日 17時59分","高雄市岡山區中山南路前0公尺數岡山南路路口","死亡1;受傷1","普通重型-機車;自用-小貨車;普通重型-機車",105,"03月07日 17時59分",3,"07日 17時59分",7,"17時59分",1,1,"高雄市岡山區中山南路前0公尺數岡山南路路口",NA,"岡山","高 雄 市","岡 山 區"
"322",322,"105年03月07日 18時58分","臺東縣台東市台11線160公里800公尺處南向慢車道車道","死亡1;受傷2","普通重型-機車;普通重型-機車;普通重型-機車",105,"03月07日 18時58分",3,"07日 18時58分",7,"18時58分",1,2,"臺東","台東","台11線160公里800公尺處南向慢車道車道","臺 東 縣","台 東 市"
"323",323,"105年03月07日 20時16分","彰化縣福興鄉台61線南向180.9公里處","死亡2;受傷0","自用-小客車;自用-小客車",105,"03月07日 20時16分",3,"07日 20時16分",7,"20時16分",2,0,"彰化","福興",NA,"彰 化 縣","福 興 鄉"
"324",324,"105年03月07日 22時00分","南投縣國姓鄉133線0公里200公尺(附近)","死亡1;受傷0","普通重型-機車",105,"03月07日 22時00分",3,"07日 22時00分",7,"22時00分",1,0,"南投","國姓",NA,"南 投 縣","國 姓 鄉"
"325",325,"105年03月08日 01時02分","桃園市蘆竹區中正北路陸橋上(往桃園方向)(附近)","死亡1;受傷0","普通重型-機車",105,"03月08日 01時02分",3,"08日 01時02分",8,"1時02分",1,0,"桃園市蘆竹區中正北路陸橋上(往桃園方向)(附近)",NA,"蘆竹","桃 園 市","蘆 竹 區"
"326",326,"105年03月08日 11時50分","新北市泰山區泰林路3段前0公尺數大科路路口","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"03月08日 11時50分",3,"08日 11時50分",8,"11時50分",1,1,"新北市泰山區泰林路3段前0公尺數大科路路口",NA,"泰山","新 北 市","泰 山 區"
"327",327,"105年03月08日 14時53分","南投縣草屯鎮敦和里博愛路606號台14線18公里800公尺處西向內側車道","死亡1;受傷0","普通輕型-機車;自用-小客車",105,"03月08日 14時53分",3,"08日 14時53分",8,"14時53分",1,0,"南投","草屯",NA,"南 投 縣","草 屯 鎮"
"328",328,"105年03月08日 18時25分","南投縣竹山鎮鯉南路120號前(投149線2.3km處)(附近)","死亡1;受傷0","自用-小客車;行人-人",105,"03月08日 18時25分",3,"08日 18時25分",8,"18時25分",1,0,"南投","竹山",NA,"南 投 縣","竹 山 鎮"
"329",329,"105年03月08日 22時07分","南投縣南投市順溪南路綠美橋沙雕(南投市公所63063路燈)旁(附近)","死亡1;受傷3","自用-小客車;自用-小客車;自用-小客車;自用-小客車",105,"03月08日 22時07分",3,"08日 22時07分",8,"22時07分",1,3,"南投","南投","順溪南路綠美橋沙雕(南投","南 投 縣","南 投 市"
"330",330,"105年03月09日 03時08分","新北市三重區力行路2段182號前0公尺數182號","死亡1;受傷2","自用-小貨車;計程車-小客車;自用-小貨車;自用-小客車",105,"03月09日 03時08分",3,"09日 03時08分",9,"3時08分",1,2,"新北市三重區力行路2段182號前0公尺數182號",NA,"三重","新 北 市","三 重 區"
"331",331,"105年03月09日 07時40分","高雄市左營區村翠華路551號前0公尺數551號對面南向北車道","死亡1;受傷0","營業用-曳引車;普通重型-機車",105,"03月09日 07時40分",3,"09日 07時40分",9,"7時40分",1,0,"高雄市左營區村翠華路551號前0公尺數551號對面南向北車道",NA,"左營","高 雄 市","左 營 區"
"332",332,"105年03月09日 17時20分","臺南市佳里區興化里南24道路5.2公里處(附近)","死亡1;受傷0","自用-小貨車",105,"03月09日 17時20分",3,"09日 17時20分",9,"17時20分",1,0,"臺南市佳里區興化里南24道路5.2公里處(附近)",NA,"佳里","臺 南 市","佳 里 區"
"333",333,"105年03月09日 17時40分","桃園市楊梅區楊湖路二段700號","死亡1;受傷0","自用-小客車;民營客運-大客車",105,"03月09日 17時40分",3,"09日 17時40分",9,"17時40分",1,0,"桃園市楊梅區楊湖路二段700號",NA,"楊梅","桃 園 市","楊 梅 區"
"334",334,"105年03月10日 04時02分","嘉義縣水上鄉水上村中山路二段台1線275公里0公尺處北向中外車道","死亡1;受傷0","自用-小客車;行人-人",105,"03月10日 04時02分",3,"10日 04時02分",10,"4時02分",1,0,"嘉義","水上",NA,"嘉 義 縣","水 上 鄉"
"335",335,"105年03月10日 10時40分","彰化縣福興鄉福寶橋旁堤岸道","死亡1;受傷0","普通重型-機車;自用-大貨車",105,"03月10日 10時40分",3,"10日 10時40分",10,"10時40分",1,0,"彰化","福興",NA,"彰 化 縣","福 興 鄉"
"336",336,"105年03月10日 11時15分","桃園市平鎮區台66橋上往觀音方向P215(22.6K處)(附近)","死亡1;受傷0","營業用-曳引車;自用-小客車;自用-小客車",105,"03月10日 11時15分",3,"10日 11時15分",10,"11時15分",1,0,"桃園市平",NA,"平","桃 園 市","平 鎮 區"
"337",337,"105年03月10日 15時49分","基隆市暖暖區台62線西向9.1公里處(附近)","死亡1;受傷0","營業用-全聯結車",105,"03月10日 15時49分",3,"10日 15時49分",10,"15時49分",1,0,"基隆市暖暖區台62線西向9.1公里處(附近)",NA,"暖暖","基 隆 市","暖 暖 區"
"338",338,"105年03月10日 20時50分","屏東縣枋山鄉台一線444公里200公尺處南向內側車道","死亡1;受傷1","載重車-軍車;自用-小客車",105,"03月10日 20時50分",3,"10日 20時50分",10,"20時50分",1,1,"屏東","枋山",NA,"屏 東 縣","枋 山 鄉"
"339",339,"105年03月10日 23時32分","高雄市仁武區高鐵路路燈0號前0公尺數路燈010186前號","死亡1;受傷0","普通重型-機車",105,"03月10日 23時32分",3,"10日 23時32分",10,"23時32分",1,0,"高雄市仁武區高鐵路路燈0號前0公尺數路燈010186前號",NA,"仁武","高 雄 市","仁 武 區"
"340",340,"105年03月11日 23時23分","臺南市永康區海線353公里375公尺處四叉巷","死亡1;受傷0","自用-小客車;火車-其他車",105,"03月11日 23時23分",3,"11日 23時23分",11,"23時23分",1,0,"臺南市永康區海線353公里375公尺處四叉巷",NA,"永康","臺 南 市","永 康 區"
"341",341,"105年03月12日 01時10分","宜蘭縣礁溪鄉育龍路49號","死亡1;受傷0","自用-小客車;行人-人",105,"03月12日 01時10分",3,"12日 01時10分",12,"1時10分",1,0,"宜蘭","礁溪",NA,"宜 蘭 縣","礁 溪 鄉"
"342",342,"105年03月12日 01時29分","高雄市楠梓區高楠公路898號前0公尺數898-1號號","死亡1;受傷0","普通重型-機車",105,"03月12日 01時29分",3,"12日 01時29分",12,"1時29分",1,0,"高雄市楠梓區高楠公路898號前0公尺數898-1號號",NA,"楠梓","高 雄 市","楠 梓 區"
"343",343,"105年03月12日 10時10分","臺北市內湖區碧山路前0公尺數臺北市內湖區碧山路070號燈桿","死亡1;受傷1","普通重型-機車;普通重型-機車;自用-大貨車",105,"03月12日 10時10分",3,"12日 10時10分",12,"10時10分",1,1,"臺北市內湖區碧山路前0公尺數臺北市內湖區碧山路070號燈桿",NA,"內湖","臺 北 市","內 湖 區"
"344",344,"105年03月12日 18時27分","新北市樹林區樹新路137號前0公尺數137號","死亡1;受傷1","普通重型-機車;行人-人",105,"03月12日 18時27分",3,"12日 18時27分",12,"18時27分",1,1,"新北市樹林區樹新路137號前0公尺數137號",NA,"樹林","新 北 市","樹 林 區"
"345",345,"105年03月13日 04時00分","屏東縣長治鄉中興路番仔&#31426;幹72號前(附近)","死亡1;受傷0","普通重型-機車",105,"03月13日 04時00分",3,"13日 04時00分",13,"4時00分",1,0,"屏東","長治",NA,"屏 東 縣","長 治 鄉"
"346",346,"105年03月13日 05時28分","新北市汐止區國道三號8公里800公尺處南向中線車道","死亡1;受傷0","自用-小貨車",105,"03月13日 05時28分",3,"13日 05時28分",13,"5時28分",1,0,"新北市汐止區國道三號8公里800公尺處南向中線車道",NA,"汐止","新 北 市","汐 止 區"
"347",347,"105年03月13日 20時24分","新竹縣竹北市中正西路1242號","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"03月13日 20時24分",3,"13日 20時24分",13,"20時24分",1,0,"新竹","竹北","中正西路1242號","新 竹 縣","竹 北 市"
"348",348,"105年03月14日 22時08分","臺南市新市區社內里新港社大道與國道八號匝道口(附近)","死亡1;受傷0","自用-小客車;普通重型-機車",105,"03月14日 22時08分",3,"14日 22時08分",14,"22時08分",1,0,"臺南市新市區社內里新港社大道與國道八號匝道口(附近)",NA,"新","臺 南 市","新 市 區"
"349",349,"105年03月14日 23時15分","臺南市將軍區長沙里長沙1-17號前路口(附近)","死亡2;受傷1","自用-小客車;自用-小客車;自用-小客車",105,"03月14日 23時15分",3,"14日 23時15分",14,"23時15分",2,1,"臺南市將軍區長沙里長沙1-17號前路口(附近)",NA,"將軍","臺 南 市","將 軍 區"
"350",350,"105年03月15日 03時07分","臺北市士林區仰德大道1段91巷前0公尺數臺北市士林區仰德大道1段91巷NO180燈桿","死亡2;受傷1","自用-小客車;自用-小客車;自用-小客車",105,"03月15日 03時07分",3,"15日 03時07分",15,"3時07分",2,1,"臺北市士林區仰德大道1段91巷前0公尺數臺北市士林區仰德大道1段91巷NO180燈桿",NA,"士林","臺 北 市","士 林 區"
"351",351,"105年03月15日 06時50分","桃園市八德區崁頂路64號(T105030268)(附近)","死亡1;受傷1","普通重型-機車;普通輕型-機車",105,"03月15日 06時50分",3,"15日 06時50分",15,"6時50分",1,1,"桃園市八德區崁頂路64號(T105030268)(附近)",NA,"八德","桃 園 市","八 德 區"
"352",352,"105年03月15日 08時27分","桃園市龜山區樂善里里8鄰牛角坡6-37號(附近)","死亡1;受傷0","普通重型-機車",105,"03月15日 08時27分",3,"15日 08時27分",15,"8時27分",1,0,"桃園市龜山區樂善里里8鄰牛角坡6-37號(附近)",NA,"龜山","桃 園 市","龜 山 區"
"353",353,"105年03月15日 18時39分","雲林縣土庫鎮崙內里台78線20公里00公尺處西向內側車道","死亡1;受傷2","自用-小客車;自用-小客車;自用-小客車",105,"03月15日 18時39分",3,"15日 18時39分",15,"18時39分",1,2,"雲林","土庫",NA,"雲 林 縣","土 庫 鎮"
"354",354,"105年03月15日 18時59分","桃園市平鎮區復旦路三段與賦梅北路口。R105030282(宋屋所)(附近)","死亡1;受傷0","遊覽車-大客車;普通重型-機車",105,"03月15日 18時59分",3,"15日 18時59分",15,"18時59分",1,0,"桃園市平",NA,"平","桃 園 市","平 鎮 區"
"355",355,"105年03月15日 19時07分","臺北市士林區福華路188號前0公尺數臺北市士林區福華路188號","死亡1;受傷0","自用-小客車;行人-人",105,"03月15日 19時07分",3,"15日 19時07分",15,"19時07分",1,0,"臺北市士林區福華路188號前0公尺數臺北市士林區福華路188號",NA,"士林","臺 北 市","士 林 區"
"356",356,"105年03月16日 08時00分","臺中市太平區東汴里長龍路二段近長龍路二段396巷(附近)","死亡1;受傷0","普通重型-機車",105,"03月16日 08時00分",3,"16日 08時00分",16,"8時00分",1,0,"臺中市太平區東汴里長龍路二段近長龍路二段396巷(附近)",NA,"太平","臺 中 市","太 平 區"
"357",357,"105年03月16日 15時20分","高雄市三民區國道一號362公里300公尺處南向交流道車道","死亡1;受傷0","自用-小貨車",105,"03月16日 15時20分",3,"16日 15時20分",16,"15時20分",1,0,"高雄市三民區國道一號362公里300公尺處南向交流道車道",NA,"三民","高 雄 市","三 民 區"
"358",358,"105年03月17日 01時51分","彰化縣芳苑鄉斗苑路頂部段","死亡1;受傷0","普通重型-機車;營業用-半聯結車",105,"03月17日 01時51分",3,"17日 01時51分",17,"1時51分",1,0,"彰化","芳苑",NA,"彰 化 縣","芳 苑 鄉"
"359",359,"105年03月17日 12時27分","臺南市新營區中營里開元路長榮路(口)臺1線289公里100公尺處南向中線車道","死亡1;受傷0","自用-小客車;普通重型-機車",105,"03月17日 12時27分",3,"17日 12時27分",17,"12時27分",1,0,"臺南市新營區中營里開元路長榮路(口)臺1線289公里100公尺處南向中線車道",NA,"新營","臺 南 市","新 營 區"
"360",360,"105年03月17日 19時26分","臺中市西屯區東大路與中科路口(附近)","死亡1;受傷0","自用-小客車;普通重型-機車",105,"03月17日 19時26分",3,"17日 19時26分",17,"19時26分",1,0,"臺中市西屯區東大路與中科路口(附近)",NA,"西屯","臺 中 市","西 屯 區"
"361",361,"105年03月17日 19時37分","臺北市士林區承德路4段310號前0公尺數臺北市士林區承德路4段310號","死亡1;受傷0","自用-小客車;普通重型-機車",105,"03月17日 19時37分",3,"17日 19時37分",17,"19時37分",1,0,"臺北市士林區承德路4段310號前0公尺數臺北市士林區承德路4段310號",NA,"士林","臺 北 市","士 林 區"
"362",362,"105年03月17日 20時17分","彰化縣溪湖鎮員鹿路2段","死亡1;受傷0","自用-小客車;普通重型-機車;營業用-大貨車",105,"03月17日 20時17分",3,"17日 20時17分",17,"20時17分",1,0,"彰化","溪湖",NA,"彰 化 縣","溪 湖 鎮"
"363",363,"105年03月17日 20時58分","臺南市中西區金華路金華新路(口)","死亡1;受傷1","普通重型-機車;租賃車-小客車",105,"03月17日 20時58分",3,"17日 20時58分",17,"20時58分",1,1,"臺南市中西區金華路金華新路(口)",NA,"中西","臺 南 市","中 西 區"
"364",364,"105年03月18日 07時55分","彰化縣彰化市國道一號196公里100公尺處南向輔助車道","死亡2;受傷1","自用-半聯結車;自用-小貨車;自用-小客車;租賃車-小客車;自用-小客車;自用-小貨車",105,"03月18日 07時55分",3,"18日 07時55分",18,"7時55分",2,1,"彰化","彰化","國道一號196公里100公尺處南向輔助車道","彰 化 縣","彰 化 市"
"365",365,"105年03月18日 08時30分","高雄市鳳山區村鳳捷路前0公尺數中山東路路口","死亡1;受傷0","自用-大貨車;普通重型-機車",105,"03月18日 08時30分",3,"18日 08時30分",18,"8時30分",1,0,"高雄市鳳山區村鳳捷路前0公尺數中山東路路口",NA,"鳳山","高 雄 市","鳳 山 區"
"366",366,"105年03月18日 09時06分","臺北市士林區前0公尺數臺北市士林區百齡左岸河濱公園125電線桿","死亡1;受傷0","普通輕型-機車",105,"03月18日 09時06分",3,"18日 09時06分",18,"9時06分",1,0,"臺北市士林區前0公尺數臺北市士林區百齡左岸河濱公園125電線桿",NA,"士林","臺 北 市","士 林 區"
"367",367,"105年03月18日 11時20分","桃園市中壢區仁美里榮民南路仁慈街(口)","死亡1;受傷1","營業用-大貨車;普通重型-機車;普通重型-機車",105,"03月18日 11時20分",3,"18日 11時20分",18,"11時20分",1,1,"桃園市中壢區仁美里榮民南路仁慈街(口)",NA,"中壢","桃 園 市","中 壢 區"
"368",368,"105年03月18日 21時50分","高雄市苓雅區村建國一路354號前0公尺數前(附近)354號前側附近","死亡1;受傷1","普通重型-機車;普通輕型-機車",105,"03月18日 21時50分",3,"18日 21時50分",18,"21時50分",1,1,"高雄市苓雅區村建國一路354號前0公尺數前(附近)354號前側附近",NA,"苓雅","高 雄 市","苓 雅 區"
"369",369,"105年03月19日 03時40分","屏東縣鹽埔鄉長壽路47號","死亡1;受傷0","自用-小客車",105,"03月19日 03時40分",3,"19日 03時40分",19,"3時40分",1,0,"屏東","鹽埔",NA,"屏 東 縣","鹽 埔 鄉"
"370",370,"105年03月19日 11時30分","屏東縣枋山鄉枋山鄉台一線舊庄路46之1號前(附近)台一線460公里400公尺處南向內側車道","死亡1;受傷0","普通重型-機車;自用-小客車",105,"03月19日 11時30分",3,"19日 11時30分",19,"11時30分",1,0,"屏東","枋山",NA,"屏 東 縣","枋 山 鄉"
"371",371,"105年03月19日 19時41分","高雄市大寮區光明路前0公尺數上寮路路口","死亡1;受傷1","普通重型-機車;普通輕型-機車",105,"03月19日 19時41分",3,"19日 19時41分",19,"19時41分",1,1,"高雄市大寮區光明路前0公尺數上寮路路口",NA,"大寮","高 雄 市","大 寮 區"
"372",372,"105年03月19日 22時25分","臺中市龍井區國道三號184公里800公尺處北向內側車道","死亡1;受傷3","自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車",105,"03月19日 22時25分",3,"19日 22時25分",19,"22時25分",1,3,"臺中市龍井區國道三號184公里800公尺處北向內側車道",NA,"龍井","臺 中 市","龍 井 區"
"373",373,"105年03月20日 11時32分","臺東縣成功鎮和平里和平段北上車道(附近)台11線117公里900公尺處北向外側車道","死亡1;受傷0","普通重型-機車;民營公車-大客車",105,"03月20日 11時32分",3,"20日 11時32分",20,"11時32分",1,0,"臺東","成功",NA,"臺 東 縣","成 功 鎮"
"374",374,"105年03月20日 16時47分","桃園市蘆竹區濱海路一段海湖北路(口)口(V105030248外社所轄區)(附近)","死亡1;受傷0","營業用-半聯結車;大型重型1-機車",105,"03月20日 16時47分",3,"20日 16時47分",20,"16時47分",1,0,"桃園市蘆竹區濱海路一段海湖北路(口)口(V105030248外社所轄區)(附近)",NA,"蘆竹","桃 園 市","蘆 竹 區"
"375",375,"105年03月21日 14時39分","屏東縣新園鄉五房村龍州路台17線251公里700公尺處南向內側車道","死亡1;受傷0","自用-小貨車",105,"03月21日 14時39分",3,"21日 14時39分",21,"14時39分",1,0,"屏東","新園",NA,"屏 東 縣","新 園 鄉"
"376",376,"105年03月21日 14時40分","臺南市學甲區宅港里臺84線8公里100公尺東向下匝道匯出口處(附近)臺84線8公里100公尺處東向外側車道","死亡1;受傷0","自用-小客車",105,"03月21日 14時40分",3,"21日 14時40分",21,"14時40分",1,0,"臺南市學甲區宅港里臺84線8公里100公尺東向下匝道匯出口處(附近)臺84線8公里100公尺處東向外側車道",NA,"學甲","臺 南 市","學 甲 區"
"377",377,"105年03月22日 04時06分","嘉義市西區湖子內路620號","死亡1;受傷3","自用-小客車;營業用-大貨車;自用-小客車;自用-小客車",105,"03月22日 04時06分",3,"22日 04時06分",22,"4時06分",1,3,"嘉義市西區湖子內路620號",NA,"西","嘉 義 市","西 區 湖"
"378",378,"105年03月22日 05時30分","花蓮縣新城鄉嘉里路163號嘉里所(附近)台9線198公里300公尺處南向內側車道","死亡1;受傷2","電動自行車-慢車;普通重型-機車;普通重型-機車",105,"03月22日 05時30分",3,"22日 05時30分",22,"5時30分",1,2,"花蓮","新城",NA,"花 蓮 縣","新 城 鄉"
"379",379,"105年03月22日 07時40分","南投縣埔里鎮中山路三段大城路(口)","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"03月22日 07時40分",3,"22日 07時40分",22,"7時40分",1,0,"南投","埔里",NA,"南 投 縣","埔 里 鎮"
"380",380,"105年03月23日 12時20分","花蓮縣秀林鄉富世村新長春祠隧道(富世所)(附近)台8線184公里500公尺處西向中線車道","死亡1;受傷1","大型重型2-機車;大型重型2-機車;租賃車-小客車",105,"03月23日 12時20分",3,"23日 12時20分",23,"12時20分",1,1,"花蓮","秀林",NA,"花 蓮 縣","秀 林 鄉"
"381",381,"105年03月23日 12時36分","雲林縣虎尾鎮下溪里大庄98-6號前(附近)","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"03月23日 12時36分",3,"23日 12時36分",23,"12時36分",1,1,"雲林","虎尾",NA,"雲 林 縣","虎 尾 鎮"
"382",382,"105年03月23日 16時15分","雲林縣台西鄉山寮村山寮41號(附近)","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"03月23日 16時15分",3,"23日 16時15分",23,"16時15分",1,1,"雲林","台西",NA,"雲 林 縣","台 西 鄉"
"383",383,"105年03月23日 19時05分","桃園市楊梅區上田里高鐵南路七段881號旁(附近)台31線21公里500公尺處北向外側車道","死亡1;受傷1","普通重型-機車;營業用-大貨車;普通重型-機車",105,"03月23日 19時05分",3,"23日 19時05分",23,"19時05分",1,1,"桃園市楊梅區上田里高鐵南路七段881號旁(附近)台31線21公里500公尺處北向外側車道",NA,"楊梅","桃 園 市","楊 梅 區"
